v6,v2,v5,v7,v11,v20,v19,v10,v17,v15
v19,v5,v17,v15,v2,v7,v6,v20,v11,v10
v17,v10,v11,v20,v6,v19,v7,v5,v15,v2
v6,v20,v2,v11,v7,v5,v19,v15,v17,v10
v15,v11,v5,v17,v19,v7,v20,v2,v6,v10
v5,v15,v10,v11,v6,v2,v19,v20,v7,v17
v19,v20,v10,v15,v11,v5,v17,v7,v6,v2
v11,v6,v15,v20,v10,v5,v19,v2,v7,v17
v6,v19,v2,v11,v5,v17,v15,v20,v10,v7
v15,v7,v5,v10,v19,v17,v11,v2,v20,v6
v6,v11,v7,v15,v19,v17,v2,v20,v10,v5
v11,v6,v10,v17,v7,v19,v5,v20,v15,v2
v19,v7,v20,v5,v2,v6,v11,v10,v15,v17
v2,v20,v11,v19,v10,v5,v6,v7,v15,v17
v10,v11,v7,v19,v17,v5,v20,v2,v6,v15
v17,v11,v6,v10,v15,v5,v7,v19,v2,v20
v6,v5,v15,v17,v11,v20,v10,v7,v2,v19
v11,v20,v5,v2,v7,v19,v15,v10,v6,v17
v20,v15,v17,v2,v11,v5,v10,v6,v7,v19
v20,v15,v17,v2,v11,v5,v10,v6,v7,v19
v11,v6,v7,v2,v19,v20,v10,v17,v15,v5
v2,v20,v7,v19,v10,v17,v5,v15,v11,v6
v15,v20,v7,v17,v6,v19,v11,v10,v5,v2
v2,v6,v15,v10,v17,v20,v5,v7,v19,v11
v15,v7,v17,v11,v20,v10,v2,v19,v6,v5
v11,v17,v15,v2,v19,v5,v7,v6,v10,v20
v6,v10,v7,v5,v20,v19,v2,v17,v15,v11
v15,v20,v17,v19,v5,v2,v7,v10,v11,v6
v7,v17,v20,v6,v2,v15,v10,v11,v19,v5
v11,v15,v5,v7,v6,v2,v17,v20,v19,v10
v20,v10,v15,v2,v5,v7,v11,v6,v17,v19
v15,v6,v17,v7,v5,v10,v19,v20,v11,v2
v11,v15,v5,v19,v6,v17,v7,v20,v2,v10
v15,v20,v6,v11,v10,v19,v2,v7,v17,v5
v17,v2,v7,v19,v5,v10,v6,v15,v20,v11
v6,v11,v15,v20,v17,v5,v7,v19,v10,v2
v11,v20,v5,v10,v19,v7,v17,v15,v6,v2
v6,v11,v15,v20,v17,v5,v7,v19,v10,v2
v6,v15,v2,v7,v5,v17,v10,v19,v20,v11
v5,v7,v15,v2,v6,v20,v19,v11,v17,v10
v11,v17,v6,v15,v20,v7,v10,v5,v2,v19
v6,v15,v2,v10,v7,v17,v19,v20,v5,v11
v20,v15,v19,v11,v2,v5,v6,v10,v7,v17
v11,v7,v19,v20,v15,v6,v10,v17,v5,v2
v6,v11,v17,v7,v19,v5,v20,v2,v15,v10
v15,v11,v6,v7,v10,v5,v20,v19,v2,v17
v2,v15,v6,v19,v17,v20,v7,v10,v11,v5
v15,v2,v20,v17,v5,v19,v11,v7,v6,v10
v15,v19,v10,v17,v20,v6,v11,v5,v7,v2
v11,v5,v6,v17,v20,v7,v19,v2,v15,v10
v11,v6,v15,v17,v7,v20,v2,v19,v10,v5
v7,v20,v10,v19,v17,v5,v15,v6,v11,v2
v6,v19,v15,v17,v7,v5,v10,v2,v11,v20
v15,v11,v19,v6,v20,v17,v10,v5,v2,v7
v7,v17,v5,v10,v19,v2,v20,v15,v6,v11
v7,v2,v15,v11,v5,v19,v17,v20,v6,v10
v19,v10,v7,v6,v5,v11,v15,v20,v2,v17
v17,v5,v2,v11,v15,v7,v6,v10,v20,v19
v15,v5,v19,v20,v7,v10,v2,v17,v6,v11
v19,v7,v5,v15,v17,v6,v11,v10,v2,v20
v6,v20,v10,v5,v17,v15,v11,v2,v7,v19
v17,v11,v2,v15,v19,v6,v20,v7,v5,v10
v6,v15,v2,v20,v7,v10,v17,v5,v19,v11
v6,v11,v15,v17,v19,v7,v2,v5,v10,v20
v10,v17,v5,v15,v11,v20,v19,v2,v7,v6
v6,v11,v15,v19,v5,v10,v17,v20,v2,v7
v5,v10,v11,v2,v20,v15,v17,v19,v7,v6
v7,v10,v5,v15,v17,v19,v20,v11,v6,v2
v7,v10,v6,v15,v11,v5,v17,v20,v19,v2
v6,v15,v17,v19,v10,v20,v5,v2,v7,v11
v6,v7,v17,v10,v20,v19,v11,v5,v15,v2
v6,v15,v20,v7,v5,v11,v17,v19,v10,v2
v6,v11,v17,v5,v7,v19,v10,v2,v15,v20
v6,v11,v5,v15,v17,v19,v10,v7,v20,v2
v6,v19,v5,v11,v20,v17,v10,v2,v7,v15
v15,v19,v11,v20,v7,v17,v5,v10,v2,v6
v11,v6,v5,v20,v10,v7,v19,v2,v17,v15
v10,v19,v7,v5,v17,v2,v15,v20,v6,v11
v11,v10,v19,v17,v20,v7,v6,v15,v2,v5
v17,v2,v19,v15,v5,v11,v20,v7,v10,v6
v6,v10,v15,v5,v20,v2,v19,v11,v17,v7
v6,v11,v17,v10,v20,v15,v7,v5,v19,v2
v6,v2,v10,v20,v19,v11,v17,v7,v5,v15
v19,v17,v2,v15,v7,v10,v5,v20,v11,v6
v6,v20,v10,v7,v17,v15,v19,v5,v11,v2
v6,v11,v20,v15,v19,v17,v10,v2,v5,v7
v6,v11,v5,v10,v15,v19,v17,v20,v7,v2
v10,v15,v17,v11,v19,v7,v20,v5,v6,v2
v6,v20,v11,v15,v10,v7,v17,v19,v5,v2
v6,v19,v15,v2,v5,v10,v11,v17,v20,v7
v6,v17,v15,v5,v20,v19,v2,v11,v10,v7
v5,v7,v17,v15,v6,v19,v11,v20,v2,v10
v2,v5,v7,v20,v15,v10,v11,v6,v17,v19
v6,v2,v15,v11,v17,v7,v20,v5,v19,v10
v6,v11,v19,v17,v7,v20,v2,v5,v10,v15
v6,v2,v19,v11,v17,v15,v7,v20,v10,v5
v17,v6,v19,v15,v7,v11,v20,v10,v2,v5
v6,v11,v5,v7,v10,v17,v20,v15,v19,v2
v10,v5,v17,v7,v19,v6,v15,v20,v11,v2
v6,v15,v2,v11,v20,v19,v7,v10,v17,v5
v7,v5,v17,v11,v15,v20,v10,v19,v2,v6
v11,v10,v15,v20,v7,v17,v19,v6,v2,v5
v2,v11,v19,v5,v7,v6,v20,v15,v10,v17
v6,v11,v15,v20,v5,v17,v19,v2,v10,v7
v6,v15,v11,v17,v19,v7,v20,v5,v10,v2
v11,v15,v10,v6,v20,v17,v7,v19,v2,v5
v6,v11,v7,v19,v2,v10,v5,v20,v15,v17
v17,v15,v11,v6,v19,v2,v5,v10,v20,v7
v11,v5,v6,v19,v15,v7,v17,v2,v10,v20
v5,v20,v19,v6,v17,v7,v15,v11,v2,v10
v7,v6,v11,v20,v2,v10,v19,v15,v5,v17
v6,v15,v10,v7,v5,v19,v17,v11,v20,v2
v11,v17,v6,v7,v20,v15,v19,v2,v10,v5
v6,v15,v17,v11,v10,v5,v7,v2,v20,v19
v5,v6,v19,v7,v11,v15,v17,v20,v10,v2
v15,v2,v17,v5,v19,v20,v11,v10,v7,v6
v11,v10,v20,v19,v5,v15,v7,v6,v2,v17
v6,v10,v2,v17,v7,v15,v19,v20,v11,v5
v6,v2,v11,v15,v5,v19,v20,v17,v10,v7
v19,v15,v17,v20,v10,v7,v6,v5,v11,v2
v6,v20,v10,v15,v2,v17,v7,v19,v5,v11
v2,v11,v10,v7,v6,v15,v5,v17,v20,v19
v19,v15,v11,v7,v10,v5,v17,v6,v20,v2
v5,v10,v11,v2,v6,v17,v15,v20,v19,v7
v11,v15,v7,v5,v6,v19,v17,v2,v20,v10
v11,v5,v19,v2,v15,v17,v7,v20,v10,v6
v20,v19,v11,v5,v10,v6,v15,v7,v17,v2
v6,v11,v19,v15,v17,v10,v2,v7,v5,v20
v7,v10,v2,v20,v15,v5,v11,v19,v17,v6
v15,v11,v7,v6,v19,v17,v2,v10,v5,v20
v6,v11,v19,v17,v15,v7,v2,v20,v10,v5
v6,v2,v5,v10,v7,v19,v17,v15,v20,v11
v15,v5,v11,v7,v6,v20,v19,v2,v17,v10
v11,v7,v19,v15,v20,v10,v6,v17,v2,v5
v20,v6,v7,v5,v15,v11,v19,v2,v10,v17
v15,v7,v11,v2,v19,v5,v17,v10,v20,v6
v11,v2,v15,v5,v17,v19,v7,v20,v6,v10
v2,v17,v10,v7,v5,v15,v19,v20,v11,v6
v10,v5,v11,v6,v2,v15,v7,v20,v17,v19
v6,v15,v10,v7,v19,v17,v5,v2,v20,v11
v6,v2,v11,v15,v17,v5,v10,v19,v20,v7
v6,v10,v15,v2,v11,v7,v5,v20,v19,v17
v6,v11,v7,v15,v2,v10,v20,v17,v19,v5
v6,v10,v15,v20,v7,v17,v5,v19,v11,v2
v11,v5,v6,v19,v15,v17,v10,v20,v7,v2
v7,v2,v20,v6,v10,v19,v11,v5,v15,v17
v15,v11,v19,v17,v5,v10,v7,v20,v2,v6
v11,v17,v15,v19,v7,v20,v2,v10,v6,v5
v15,v11,v6,v20,v10,v7,v17,v19,v5,v2
v6,v15,v7,v11,v5,v17,v19,v20,v2,v10
v6,v15,v5,v20,v7,v19,v17,v11,v2,v10
v6,v15,v2,v11,v5,v17,v7,v20,v10,v19
v15,v6,v20,v17,v11,v5,v7,v2,v19,v10
v10,v2,v19,v17,v5,v11,v7,v15,v20,v6
v15,v6,v17,v20,v2,v11,v5,v19,v7,v10
v7,v6,v19,v5,v20,v17,v10,v11,v2,v15
v11,v15,v7,v17,v6,v19,v10,v5,v20,v2
v6,v11,v20,v7,v2,v19,v5,v17,v15,v10
v15,v19,v6,v20,v17,v5,v7,v11,v10,v2
v20,v6,v17,v11,v7,v19,v5,v2,v15,v10
v6,v11,v19,v17,v7,v2,v5,v15,v10,v20
v15,v7,v17,v19,v10,v5,v11,v6,v2,v20
v6,v10,v2,v11,v5,v7,v15,v19,v17,v20
v7,v10,v2,v11,v19,v6,v15,v5,v17,v20
v19,v7,v5,v2,v17,v10,v20,v11,v15,v6
v11,v10,v17,v20,v15,v7,v19,v6,v2,v5
v6,v2,v5,v17,v7,v10,v19,v15,v11,v20
v6,v11,v19,v17,v15,v20,v7,v10,v5,v2
v6,v11,v15,v5,v17,v20,v19,v7,v10,v2
v10,v2,v7,v20,v11,v15,v6,v17,v5,v19
v5,v7,v17,v20,v6,v19,v10,v11,v2,v15
v6,v11,v10,v19,v17,v15,v2,v5,v7,v20
v6,v2,v11,v10,v20,v19,v17,v5,v15,v7
v6,v7,v2,v20,v17,v5,v15,v19,v10,v11
v11,v6,v5,v2,v15,v19,v7,v20,v17,v10
v15,v6,v17,v19,v5,v11,v7,v10,v2,v20
v6,v20,v19,v7,v5,v15,v17,v2,v11,v10
v6,v19,v15,v2,v11,v17,v10,v5,v7,v20
v11,v6,v15,v20,v5,v7,v10,v17,v2,v19
v11,v10,v20,v5,v15,v17,v2,v7,v19,v6
v6,v15,v11,v7,v19,v5,v10,v17,v20,v2
v6,v11,v5,v15,v2,v19,v17,v20,v10,v7
v6,v11,v17,v5,v15,v2,v20,v10,v19,v7
v19,v7,v15,v20,v6,v17,v2,v10,v11,v5
v6,v7,v19,v15,v5,v10,v17,v2,v20,v11
v17,v7,v11,v5,v20,v15,v2,v10,v6,v19
v6,v2,v11,v19,v15,v17,v7,v5,v10,v20
v6,v11,v19,v15,v2,v20,v7,v10,v17,v5
v6,v19,v5,v15,v11,v20,v17,v10,v7,v2
v6,v10,v20,v7,v2,v11,v15,v5,v17,v19
v15,v6,v17,v7,v5,v19,v2,v20,v10,v11
v17,v6,v5,v2,v7,v15,v10,v19,v11,v20
v11,v15,v6,v20,v5,v7,v17,v2,v10,v19
v20,v5,v15,v2,v10,v7,v17,v11,v19,v6
v15,v6,v17,v10,v2,v11,v5,v7,v20,v19
v6,v11,v10,v7,v15,v19,v5,v20,v2,v17
v11,v19,v7,v10,v6,v17,v20,v5,v15,v2
v17,v7,v2,v10,v15,v19,v5,v11,v20,v6
v19,v11,v5,v7,v10,v15,v6,v2,v20,v17
v6,v11,v15,v19,v10,v7,v5,v2,v17,v20
v7,v15,v6,v19,v10,v20,v5,v17,v2,v11
v2,v11,v20,v10,v7,v17,v19,v5,v15,v6
v11,v5,v7,v20,v2,v15,v17,v10,v6,v19
v15,v17,v11,v7,v20,v10,v5,v2,v19,v6
v6,v5,v11,v20,v7,v15,v19,v10,v17,v2
v2,v7,v20,v17,v15,v6,v10,v5,v19,v11
v5,v7,v11,v15,v19,v2,v17,v20,v10,v6
v10,v5,v20,v6,v17,v11,v15,v7,v19,v2
v17,v2,v5,v20,v6,v15,v19,v11,v10,v7
v6,v11,v15,v5,v17,v7,v19,v2,v10,v20
v15,v19,v17,v20,v5,v2,v7,v6,v11,v10
v7,v5,v15,v17,v2,v20,v19,v10,v6,v11
v10,v7,v5,v20,v15,v11,v17,v2,v19,v6
v11,v15,v10,v19,v17,v7,v5,v20,v6,v2
v10,v15,v20,v11,v19,v6,v17,v2,v5,v7
v6,v7,v20,v10,v11,v15,v19,v2,v5,v17
v6,v7,v20,v10,v11,v15,v19,v2,v5,v17
v2,v11,v6,v5,v7,v15,v19,v17,v20,v10
v6,v17,v7,v15,v20,v11,v19,v5,v10,v2
v7,v15,v11,v19,v20,v10,v5,v6,v17,v2
v2,v10,v17,v6,v19,v5,v15,v11,v20,v7
v2,v20,v6,v15,v5,v17,v7,v10,v11,v19
v6,v17,v19,v2,v11,v5,v7,v15,v20,v10
v6,v11,v7,v10,v17,v19,v5,v15,v20,v2
v6,v5,v10,v7,v19,v17,v20,v2,v15,v11
v5,v10,v7,v15,v17,v11,v2,v19,v20,v6
v17,v20,v19,v5,v2,v10,v7,v15,v6,v11
v11,v15,v17,v19,v5,v20,v7,v10,v6,v2
v5,v2,v11,v7,v20,v17,v19,v15,v6,v10
v6,v17,v20,v11,v15,v19,v5,v7,v2,v10
v6,v15,v11,v5,v17,v7,v19,v2,v20,v10
v6,v2,v10,v20,v19,v15,v5,v11,v17,v7
v6,v20,v11,v7,v2,v10,v19,v5,v17,v15
v11,v15,v7,v20,v10,v6,v2,v17,v19,v5
v2,v11,v19,v7,v6,v5,v17,v15,v10,v20
v6,v15,v20,v11,v7,v17,v10,v19,v5,v2
v6,v10,v17,v5,v19,v2,v15,v7,v20,v11
v6,v11,v19,v17,v2,v15,v5,v20,v7,v10
v6,v10,v20,v11,v5,v15,v2,v7,v17,v19
v11,v2,v7,v5,v15,v19,v20,v6,v17,v10
v7,v19,v15,v20,v2,v11,v10,v17,v6,v5
v17,v5,v15,v10,v7,v19,v6,v11,v2,v20
v2,v11,v20,v10,v6,v19,v7,v15,v5,v17
v6,v11,v15,v2,v20,v10,v7,v19,v17,v5
v11,v10,v17,v6,v7,v20,v5,v19,v15,v2
v6,v15,v17,v2,v11,v7,v19,v20,v10,v5
v5,v20,v15,v17,v11,v19,v10,v7,v2,v6
v6,v17,v15,v19,v11,v20,v10,v5,v2,v7
v2,v10,v5,v15,v19,v17,v7,v20,v11,v6
v15,v2,v6,v11,v20,v7,v5,v10,v17,v19
v6,v2,v11,v17,v20,v15,v7,v19,v10,v5
v11,v20,v19,v17,v7,v10,v2,v5,v6,v15
v11,v17,v19,v15,v5,v6,v20,v10,v7,v2
v15,v11,v6,v19,v5,v7,v20,v10,v17,v2
v5,v10,v6,v17,v11,v7,v2,v20,v15,v19
v6,v5,v17,v7,v19,v2,v10,v15,v11,v20
v6,v7,v2,v5,v17,v19,v20,v11,v10,v15
v11,v20,v10,v5,v17,v7,v19,v15,v6,v2
v6,v10,v7,v11,v19,v5,v20,v17,v15,v2
v11,v19,v17,v5,v6,v7,v20,v10,v15,v2
v5,v10,v6,v20,v17,v11,v15,v19,v7,v2
v17,v7,v11,v6,v5,v19,v15,v10,v2,v20
v17,v10,v7,v15,v5,v19,v6,v20,v11,v2
v6,v7,v20,v5,v11,v10,v17,v19,v2,v15
v11,v6,v5,v17,v19,v20,v10,v7,v15,v2
v6,v17,v19,v5,v2,v11,v10,v20,v15,v7
v6,v15,v5,v11,v19,v20,v10,v17,v7,v2
v6,v19,v5,v17,v15,v11,v7,v20,v10,v2
v11,v19,v10,v15,v6,v5,v7,v17,v20,v2
v17,v6,v19,v7,v15,v2,v11,v5,v20,v10
v11,v6,v15,v2,v10,v7,v20,v17,v5,v19
v5,v19,v7,v11,v2,v20,v17,v15,v10,v6
v6,v5,v10,v7,v17,v15,v11,v19,v2,v20
v6,v17,v15,v5,v7,v19,v11,v20,v2,v10
v11,v6,v5,v20,v19,v17,v10,v15,v2,v7
v6,v15,v10,v20,v11,v5,v19,v7,v2,v17
v5,v11,v7,v15,v10,v2,v6,v20,v19,v17
v2,v10,v19,v6,v15,v11,v7,v20,v17,v5
v11,v17,v5,v19,v7,v6,v15,v2,v10,v20
v6,v15,v10,v7,v11,v2,v19,v5,v17,v20
v10,v2,v20,v19,v7,v17,v6,v5,v15,v11
v6,v2,v17,v5,v10,v19,v7,v20,v15,v11
v11,v7,v19,v17,v5,v6,v10,v15,v20,v2
v5,v19,v7,v11,v2,v20,v17,v15,v10,v6
v6,v19,v15,v11,v17,v10,v7,v2,v20,v5
v11,v15,v19,v5,v7,v6,v10,v17,v20,v2
v2,v19,v5,v6,v20,v11,v15,v17,v10,v7
v15,v11,v5,v10,v19,v20,v7,v2,v17,v6
v11,v19,v15,v17,v10,v7,v6,v5,v20,v2
v6,v15,v2,v5,v20,v11,v10,v19,v7,v17
v6,v11,v5,v20,v15,v2,v7,v17,v19,v10
v7,v20,v10,v17,v19,v5,v6,v2,v15,v11
v15,v6,v5,v19,v11,v7,v20,v10,v17,v2
v11,v5,v2,v15,v10,v7,v17,v19,v6,v20
v6,v19,v11,v17,v2,v10,v20,v7,v15,v5
v11,v15,v10,v17,v6,v5,v20,v7,v19,v2
v6,v2,v11,v15,v7,v5,v20,v10,v17,v19
v11,v19,v6,v5,v17,v20,v2,v15,v7,v10
v6,v15,v2,v7,v5,v10,v19,v17,v20,v11
v6,v15,v17,v10,v11,v20,v19,v5,v2,v7
v10,v6,v15,v11,v20,v7,v17,v5,v19,v2
v19,v10,v7,v20,v17,v11,v15,v6,v2,v5
v11,v20,v10,v15,v17,v19,v7,v5,v6,v2
v6,v11,v19,v20,v7,v5,v2,v17,v10,v15
v6,v19,v10,v20,v17,v11,v15,v2,v7,v5
v19,v6,v15,v11,v20,v7,v17,v5,v2,v10
v6,v19,v7,v5,v17,v20,v11,v15,v2,v10
v17,v10,v6,v20,v19,v7,v11,v15,v5,v2
v11,v10,v6,v20,v2,v17,v19,v5,v15,v7
v17,v6,v10,v11,v7,v5,v2,v15,v19,v20
v6,v17,v11,v7,v5,v19,v20,v15,v10,v2
v7,v6,v10,v11,v15,v19,v5,v20,v2,v17
v15,v19,v5,v20,v6,v17,v11,v10,v2,v7
v20,v2,v7,v15,v5,v17,v11,v6,v10,v19
v10,v11,v6,v17,v19,v7,v2,v20,v5,v15
v17,v15,v5,v20,v19,v7,v6,v10,v11,v2
v6,v11,v5,v20,v15,v10,v17,v2,v19,v7
v6,v15,v20,v2,v5,v19,v7,v17,v11,v10
v6,v11,v2,v17,v19,v5,v20,v7,v15,v10
v19,v11,v6,v20,v7,v17,v5,v15,v10,v2
v19,v5,v20,v10,v17,v11,v15,v6,v2,v7
v7,v11,v2,v20,v19,v10,v17,v15,v5,v6
v6,v11,v15,v19,v2,v17,v5,v20,v7,v10
v6,v2,v20,v10,v15,v11,v7,v17,v19,v5
v15,v19,v20,v5,v7,v10,v17,v2,v11,v6
v10,v5,v19,v11,v20,v15,v6,v2,v7,v17
v11,v17,v7,v19,v15,v5,v20,v2,v10,v6
v7,v20,v15,v17,v5,v10,v11,v19,v6,v2
v11,v17,v7,v19,v15,v5,v20,v2,v10,v6
v6,v7,v15,v2,v19,v20,v11,v10,v5,v17
v10,v20,v11,v19,v17,v6,v5,v7,v2,v15
v6,v7,v17,v15,v5,v11,v19,v20,v10,v2
v6,v15,v11,v19,v17,v7,v5,v20,v2,v10
v10,v7,v17,v5,v6,v15,v2,v11,v20,v19
v6,v10,v11,v7,v15,v5,v20,v19,v2,v17
v15,v20,v19,v17,v7,v10,v11,v5,v6,v2
v6,v10,v11,v20,v17,v19,v5,v15,v2,v7
v11,v17,v19,v15,v6,v5,v10,v20,v7,v2
v19,v7,v5,v10,v2,v17,v20,v15,v6,v11
v19,v17,v2,v5,v6,v7,v15,v10,v20,v11
v10,v6,v5,v17,v15,v11,v19,v20,v7,v2
v6,v20,v11,v10,v2,v5,v17,v15,v7,v19
v6,v11,v10,v5,v19,v17,v15,v20,v2,v7
v11,v15,v17,v19,v6,v20,v7,v5,v2,v10
v17,v7,v15,v19,v20,v11,v10,v2,v5,v6
v6,v11,v15,v7,v5,v2,v10,v19,v20,v17
v15,v7,v17,v11,v5,v10,v2,v20,v6,v19
v15,v6,v20,v19,v17,v10,v11,v2,v7,v5
v6,v7,v10,v5,v2,v20,v19,v15,v17,v11
v6,v17,v19,v11,v15,v7,v5,v2,v10,v20
v15,v11,v7,v19,v17,v20,v10,v5,v6,v2
v11,v6,v15,v17,v19,v2,v7,v5,v20,v10
v5,v19,v6,v20,v2,v7,v10,v15,v11,v17
v6,v10,v11,v7,v20,v19,v15,v5,v2,v17
v15,v7,v6,v20,v11,v5,v17,v2,v10,v19
v6,v2,v11,v15,v5,v10,v7,v17,v19,v20
v6,v11,v15,v20,v7,v10,v19,v5,v17,v2
v6,v10,v17,v15,v7,v2,v20,v19,v11,v5
v15,v17,v10,v20,v7,v2,v6,v11,v5,v19
v6,v15,v11,v2,v19,v20,v7,v10,v5,v17
v11,v15,v19,v6,v17,v5,v20,v10,v7,v2
v17,v11,v6,v5,v15,v7,v19,v20,v10,v2
v5,v2,v6,v17,v7,v10,v19,v20,v11,v15
v11,v6,v15,v7,v17,v19,v20,v5,v10,v2
v10,v19,v5,v2,v11,v20,v15,v6,v7,v17
v6,v15,v11,v5,v17,v20,v7,v19,v10,v2
v19,v17,v5,v20,v11,v7,v10,v15,v2,v6
v5,v2,v19,v10,v6,v17,v7,v20,v11,v15
v7,v5,v15,v10,v17,v2,v11,v20,v6,v19
v19,v17,v10,v15,v20,v11,v5,v7,v2,v6
v10,v6,v5,v20,v7,v19,v17,v11,v15,v2
v6,v15,v5,v11,v2,v17,v10,v19,v20,v7
v6,v5,v11,v15,v2,v10,v7,v19,v20,v17
